x	y	Gx	Gy	class	filename
34493	6142	679243	1897930	0	train/N_NCALM_2_15013.tif
24274	9119	674134	1896442	0	train/N_NCALM_2_15014.tif
20625	18210	672309	1891896	0	train/N_NCALM_2_15015.tif
7928	24884	665961	1888559	0	train/N_NCALM_2_15016.tif
13880	22674	668937	1889664	0	train/N_NCALM_2_15017.tif
12646	24099	668320	1888952	0	train/N_NCALM_2_15018.tif
18138	14126	671066	1893938	0	train/N_NCALM_2_15019.tif
35657	6012	679825	1897995	0	train/N_NCALM_2_15020.tif
6370	22167	665182	1889918	0	train/N_NCALM_2_15021.tif
17531	19143	670762	1891430	0	train/N_NCALM_2_15022.tif
28370	12869	676182	1894567	0	train/N_NCALM_2_15023.tif
21219	12409	672606	1894797	0	train/N_NCALM_2_15024.tif
3219	26724	663606	1887639	0	train/N_NCALM_2_15025.tif
4329	26867	664161	1887568	0	train/N_NCALM_2_15026.tif
31154	7874	677574	1897064	0	train/N_NCALM_2_15027.tif
5954	27139	664974	1887432	0	train/N_NCALM_2_15028.tif
16110	14758	670052	1893622	0	train/N_NCALM_2_15029.tif
20109	15802	672051	1893100	0	train/N_NCALM_2_15030.tif
8226	27598	666110	1887202	0	train/N_NCALM_2_15031.tif
5954	22336	664974	1889833	0	train/N_NCALM_2_15032.tif
9778	31458	666886	1885272	0	train/N_NCALM_2_15033.tif
21132	11878	672563	1895062	0	train/N_NCALM_2_15034.tif
13020	22608	668507	1889697	0	train/N_NCALM_2_15035.tif
9602	18639	666798	1891682	0	train/N_NCALM_2_15036.tif
28188	13443	676091	1894280	0	train/N_NCALM_2_15037.tif
18150	20219	671072	1890892	0	train/N_NCALM_2_15038.tif
18825	17064	671409	1892469	0	train/N_NCALM_2_15039.tif
7864	22183	665929	1889910	0	train/N_NCALM_2_15040.tif
2856	27696	663425	1887153	0	train/N_NCALM_2_15041.tif
26474	12837	675234	1894583	0	train/N_NCALM_2_15042.tif
6397	22035	665195	1889984	0	train/N_NCALM_2_15043.tif
7570	29336	665782	1886333	0	train/N_NCALM_2_15044.tif
3430	22044	663712	1889979	0	train/N_NCALM_2_15045.tif
24010	9949	674002	1896027	0	train/N_NCALM_2_15046.tif
12488	17245	668241	1892379	0	train/N_NCALM_2_15047.tif
21343	15815	672668	1893094	0	train/N_NCALM_2_15048.tif
31696	5629	677845	1898187	0	train/N_NCALM_2_15049.tif
35537	2459	679765	1899772	0	train/N_NCALM_2_15050.tif
15569	15446	669781	1893278	0	train/N_NCALM_2_15051.tif
11212	23028	667603	1889487	0	train/N_NCALM_2_15052.tif
15602	27393	669798	1887305	0	train/N_NCALM_2_15053.tif
8957	22918	666475	1889542	0	train/N_NCALM_2_15054.tif
33484	7198	678739	1897402	0	train/N_NCALM_2_15055.tif
9202	25631	666598	1888186	0	train/N_NCALM_2_15056.tif
23946	13824	673970	1894089	0	train/N_NCALM_2_15057.tif
25606	10258	674800	1895872	0	train/N_NCALM_2_15058.tif
36027	2830	680010	1899586	0	train/N_NCALM_2_15059.tif
3664	23782	663829	1889110	0	train/N_NCALM_2_15060.tif
7781	28657	665887	1886673	0	train/N_NCALM_2_15061.tif
9685	20523	666839	1890740	0	train/N_NCALM_2_15062.tif
31222	14104	677608	1893949	0	train/N_NCALM_2_15063.tif
27894	13038	675944	1894482	0	train/N_NCALM_2_15064.tif
27572	13950	675783	1894026	0	train/N_NCALM_2_15065.tif
13161	26788	668577	1887607	0	train/N_NCALM_2_15066.tif
17897	16200	670945	1892901	0	train/N_NCALM_2_15067.tif
26390	8509	675192	1896747	0	train/N_NCALM_2_15068.tif
26064	12740	675029	1894631	0	train/N_NCALM_2_15069.tif
14694	15037	669344	1893483	0	train/N_NCALM_2_15070.tif
1495	24680	662744	1888661	0	train/N_NCALM_2_15071.tif
13911	31596	668952	1885203	0	train/N_NCALM_2_15072.tif
9616	22688	666805	1889657	0	train/N_NCALM_2_15073.tif
12551	20170	668272	1890916	0	train/N_NCALM_2_15074.tif
34092	3978	679043	1899012	0	train/N_NCALM_2_15075.tif
12238	22474	668116	1889764	0	train/N_NCALM_2_15076.tif
11773	21938	667883	1890032	0	train/N_NCALM_2_15077.tif
15573	22350	669783	1889826	0	train/N_NCALM_2_15078.tif
14262	20233	669128	1890885	0	train/N_NCALM_2_15079.tif
34847	1698	679420	1900152	0	train/N_NCALM_2_15080.tif
21532	15294	672763	1893354	0	train/N_NCALM_2_15081.tif
6560	24369	665277	1888817	0	train/N_NCALM_2_15082.tif
32676	8466	678335	1896768	0	train/N_NCALM_2_15083.tif
15922	17213	669958	1892395	0	train/N_NCALM_2_15084.tif
26953	13759	675473	1894122	0	train/N_NCALM_2_15085.tif
14128	29025	669061	1886489	0	train/N_NCALM_2_15086.tif
14317	30459	669155	1885772	0	train/N_NCALM_2_15087.tif
36092	5928	680043	1898037	0	train/N_NCALM_2_15088.tif
24931	9097	674462	1896453	0	train/N_NCALM_2_15089.tif
10037	25552	667015	1888225	0	train/N_NCALM_2_15090.tif
14870	21931	669432	1890036	0	train/N_NCALM_2_15091.tif
19521	16485	671757	1892759	0	train/N_NCALM_2_15092.tif
21427	13314	672710	1894344	0	train/N_NCALM_2_15093.tif
15556	29179	669775	1886412	0	train/N_NCALM_2_15094.tif
17167	16721	670580	1892641	0	train/N_NCALM_2_15095.tif
24019	10702	674006	1895650	0	train/N_NCALM_2_15096.tif
31490	6710	677742	1897646	0	train/N_NCALM_2_15097.tif
21027	15947	672510	1893028	0	train/N_NCALM_2_15098.tif
15176	30045	669585	1885979	0	train/N_NCALM_2_15099.tif
24131	15758	674062	1893122	0	train/N_NCALM_2_15100.tif
36122	5686	680058	1898158	0	train/N_NCALM_2_15101.tif
20260	14193	672127	1893905	0	train/N_NCALM_2_15102.tif
27545	9925	675769	1896039	0	train/N_NCALM_2_15103.tif
25966	12329	674980	1894837	0	train/N_NCALM_2_15104.tif
36252	6300	680123	1897851	0	train/N_NCALM_2_15105.tif
9216	26308	666605	1887847	0	train/N_NCALM_2_15106.tif
14654	15271	669324	1893366	0	train/N_NCALM_2_15107.tif
26263	11235	675128	1895384	0	train/N_NCALM_2_15108.tif
18004	14031	670999	1893986	0	train/N_NCALM_2_15109.tif
23544	11156	673769	1895423	0	train/N_NCALM_2_15110.tif
26909	10968	675451	1895517	0	train/N_NCALM_2_15111.tif
31312	11495	677653	1895254	0	train/N_NCALM_2_15112.tif
15584	26898	669789	1887552	0	train/N_NCALM_2_15113.tif
22859	14756	673426	1893623	0	train/N_NCALM_2_15114.tif
8927	28217	666460	1886893	0	train/N_NCALM_2_15115.tif
17730	13453	670862	1894275	0	train/N_NCALM_2_15116.tif
13308	15192	668651	1893405	0	train/N_NCALM_2_15117.tif
32923	16484	678458	1892759	0	train/N_NCALM_2_15118.tif
11052	20211	667523	1890896	0	train/N_NCALM_2_15119.tif
28089	13341	676041	1894331	0	train/N_NCALM_2_15120.tif
3658	25226	663826	1888388	0	train/N_NCALM_2_15121.tif
26881	14252	675437	1893875	0	train/N_NCALM_2_15122.tif
34129	8450	679061	1896776	0	train/N_NCALM_2_15123.tif
31798	9016	677896	1896493	0	train/N_NCALM_2_15124.tif
13433	19083	668713	1891460	0	train/N_NCALM_2_15125.tif
21760	9558	672877	1896222	0	train/N_NCALM_2_15126.tif
18294	15071	671144	1893466	0	train/N_NCALM_2_15127.tif
22858	10284	673426	1895859	0	train/N_NCALM_2_15128.tif
23775	9339	673884	1896332	0	train/N_NCALM_2_15129.tif
31473	5429	677733	1898287	0	train/N_NCALM_2_15130.tif
10942	31466	667468	1885268	0	train/N_NCALM_2_15131.tif
33453	8975	678723	1896514	0	train/N_NCALM_2_15132.tif
12616	28031	668305	1886986	0	train/N_NCALM_2_15133.tif
30401	13991	677197	1894006	0	train/N_NCALM_2_15134.tif
12571	22843	668282	1889580	0	train/N_NCALM_2_15135.tif
11628	18559	667811	1891722	0	train/N_NCALM_2_15136.tif
18127	19791	671060	1891106	0	train/N_NCALM_2_15137.tif
19595	18240	671794	1891881	0	train/N_NCALM_2_15138.tif
6480	26095	665237	1887954	0	train/N_NCALM_2_15139.tif
5108	24121	664551	1888941	0	train/N_NCALM_2_15140.tif
15095	20768	669544	1890617	0	train/N_NCALM_2_15141.tif
10475	22679	667234	1889662	0	train/N_NCALM_2_15142.tif
4462	23972	664228	1889015	0	train/N_NCALM_2_15143.tif
24333	8462	674163	1896770	0	train/N_NCALM_2_15144.tif
1962	23432	662978	1889285	0	train/N_NCALM_2_15145.tif
34212	4841	679103	1898581	0	train/N_NCALM_2_15146.tif
10308	17621	667151	1892191	0	train/N_NCALM_2_15147.tif
3791	23392	663892	1889305	0	train/N_NCALM_2_15148.tif
12602	18506	668298	1891748	0	train/N_NCALM_2_15149.tif
3827	21895	663910	1890054	0	train/N_NCALM_2_15150.tif
17501	20131	670747	1890936	0	train/N_NCALM_2_15151.tif
34684	4300	679339	1898851	0	train/N_NCALM_2_15152.tif
14408	26401	669201	1887801	0	train/N_NCALM_2_15153.tif
36333	4505	680163	1898749	0	train/N_NCALM_2_15154.tif
12900	20457	668447	1890773	0	train/N_NCALM_2_15155.tif
32979	10402	678486	1895800	0	train/N_NCALM_2_15156.tif
10319	30248	667156	1885877	0	train/N_NCALM_2_15157.tif
12534	29958	668264	1886022	0	train/N_NCALM_2_15158.tif
23844	12483	673919	1894760	0	train/N_NCALM_2_15159.tif
6116	22174	665055	1889914	0	train/N_NCALM_2_15160.tif
29196	12905	676595	1894549	0	train/N_NCALM_2_15161.tif
5070	27458	664532	1887272	0	train/N_NCALM_2_15162.tif
14926	16246	669460	1892878	0	train/N_NCALM_2_15163.tif
11384	24622	667689	1888690	0	train/N_NCALM_2_15164.tif
6489	25370	665241	1888316	0	train/N_NCALM_2_15165.tif
11538	29498	667766	1886252	0	train/N_NCALM_2_15166.tif
6927	25345	665460	1888329	0	train/N_NCALM_2_15167.tif
4320	21813	664157	1890095	0	train/N_NCALM_2_15168.tif
33284	6398	678639	1897802	0	train/N_NCALM_2_15169.tif
28809	10978	676401	1895512	0	train/N_NCALM_2_15170.tif
9699	26213	666846	1887895	0	train/N_NCALM_2_15171.tif
11727	19003	667860	1891500	0	train/N_NCALM_2_15172.tif
13700	27174	668847	1887414	0	train/N_NCALM_2_15173.tif
3987	23789	663990	1889107	0	train/N_NCALM_2_15174.tif
10213	28470	667103	1886766	0	train/N_NCALM_2_15175.tif
27384	9033	675689	1896485	0	train/N_NCALM_2_15176.tif
19531	16114	671762	1892944	0	train/N_NCALM_2_15177.tif
11346	24935	667670	1888534	0	train/N_NCALM_2_15178.tif
25710	8563	674852	1896720	0	train/N_NCALM_2_15179.tif
9029	20357	666511	1890823	0	train/N_NCALM_2_15180.tif
5042	24371	664518	1888816	0	train/N_NCALM_2_15181.tif
15678	25659	669836	1888172	0	train/N_NCALM_2_15182.tif
4377	24970	664185	1888516	0	train/N_NCALM_2_15183.tif
28443	7791	676218	1897106	0	train/N_NCALM_2_15184.tif
5433	20437	664713	1890783	0	train/N_NCALM_2_15185.tif
23010	9702	673502	1896150	0	train/N_NCALM_2_15186.tif
12208	17515	668101	1892244	0	train/N_NCALM_2_15187.tif
4853	21567	664423	1890218	0	train/N_NCALM_2_15188.tif
18199	16849	671096	1892577	0	train/N_NCALM_2_15189.tif
34533	2442	679263	1899780	0	train/N_NCALM_2_15190.tif
10722	22708	667358	1889647	0	train/N_NCALM_2_15191.tif
16455	16727	670224	1892638	0	train/N_NCALM_2_15192.tif
33748	3792	678871	1899105	0	train/N_NCALM_2_15193.tif
11809	21363	667901	1890320	0	train/N_NCALM_2_15194.tif
16093	31501	670043	1885251	0	train/N_NCALM_2_15195.tif
4379	23963	664186	1889020	0	train/N_NCALM_2_15196.tif
10983	27596	667488	1887203	0	train/N_NCALM_2_15197.tif
6108	19515	665051	1891244	0	train/N_NCALM_2_15198.tif
10498	21026	667246	1890488	0	train/N_NCALM_2_15199.tif
35970	2599	679982	1899702	0	train/N_NCALM_2_15200.tif
18246	15791	671120	1893106	0	train/N_NCALM_2_15201.tif
13759	20343	668876	1890830	0	train/N_NCALM_2_15202.tif
18050	15792	671022	1893105	0	train/N_NCALM_2_15203.tif
20405	18492	672199	1891755	0	train/N_NCALM_2_15204.tif
23956	8637	673975	1896683	0	train/N_NCALM_2_15205.tif
20013	13390	672003	1894306	0	train/N_NCALM_2_15206.tif
17719	20222	670856	1890890	0	train/N_NCALM_2_15207.tif
10027	21773	667010	1890115	0	train/N_NCALM_2_15208.tif
17686	31527	670840	1885238	0	train/N_NCALM_2_15209.tif
9586	20166	666790	1890918	0	train/N_NCALM_2_15210.tif
24706	8384	674350	1896809	0	train/N_NCALM_2_15211.tif
13600	15363	668797	1893320	0	train/N_NCALM_2_15212.tif
21106	12290	672550	1894856	0	train/N_NCALM_2_15213.tif
11362	20653	667678	1890675	0	train/N_NCALM_2_15214.tif
15895	31776	669944	1885113	0	train/N_NCALM_2_15215.tif
4047	24298	664020	1888852	0	train/N_NCALM_2_15216.tif
25418	10270	674706	1895866	0	train/N_NCALM_2_15217.tif
27046	13363	675520	1894320	0	train/N_NCALM_2_15218.tif
16198	22268	670096	1889867	0	train/N_NCALM_2_15219.tif
20120	13120	672057	1894441	0	train/N_NCALM_2_15220.tif
20866	11570	672430	1895216	0	train/N_NCALM_2_15221.tif
20144	10678	672069	1895662	0	train/N_NCALM_2_15222.tif
24518	10236	674256	1895883	0	train/N_NCALM_2_15223.tif
9390	18151	666692	1891926	0	train/N_NCALM_2_15224.tif
10951	18993	667472	1891505	0	train/N_NCALM_2_15225.tif
16304	29877	670149	1886063	0	train/N_NCALM_2_15226.tif
4855	26847	664424	1887578	0	train/N_NCALM_2_15227.tif
12787	19260	668390	1891371	0	train/N_NCALM_2_15228.tif
9857	22330	666925	1889836	0	train/N_NCALM_2_15229.tif
11735	29501	667864	1886251	0	train/N_NCALM_2_15230.tif
32661	14585	678327	1893709	0	train/N_NCALM_2_15231.tif
14928	21986	669461	1890008	0	train/N_NCALM_2_15232.tif
14818	21293	669406	1890355	0	train/N_NCALM_2_15233.tif
34152	4736	679073	1898633	0	train/N_NCALM_2_15234.tif
31792	13790	677893	1894106	0	train/N_NCALM_2_15235.tif
9364	25984	666679	1888009	0	train/N_NCALM_2_15236.tif
32295	14567	678144	1893718	0	train/N_NCALM_2_15237.tif
7219	20843	665606	1890580	0	train/N_NCALM_2_15238.tif
21520	13433	672757	1894285	0	train/N_NCALM_2_15239.tif
9141	31627	666567	1885188	0	train/N_NCALM_2_15240.tif
16452	19331	670223	1891336	0	train/N_NCALM_2_15241.tif
9771	26233	666882	1887885	0	train/N_NCALM_2_15242.tif
17815	19952	670904	1891025	0	train/N_NCALM_2_15243.tif
22563	8991	673278	1896506	0	train/N_NCALM_2_15244.tif
22659	15237	673326	1893383	0	train/N_NCALM_2_15245.tif
3396	26498	663695	1887752	0	train/N_NCALM_2_15246.tif
30954	12478	677474	1894762	0	train/N_NCALM_2_15247.tif
31554	9720	677774	1896141	0	train/N_NCALM_2_15248.tif
17787	20358	670890	1890822	0	train/N_NCALM_2_15249.tif
8929	21380	666461	1890311	0	train/N_NCALM_2_15250.tif
13634	16094	668814	1892954	0	train/N_NCALM_2_15251.tif
9056	25366	666525	1888318	0	train/N_NCALM_2_15252.tif
15139	25707	669566	1888148	0	train/N_NCALM_2_15253.tif
9223	29655	666608	1886174	0	train/N_NCALM_2_15254.tif
11955	24556	667974	1888723	0	train/N_NCALM_2_15255.tif
15610	24671	669802	1888666	0	train/N_NCALM_2_15256.tif
17708	13249	670851	1894377	0	train/N_NCALM_2_15257.tif
8323	30627	666158	1885688	0	train/N_NCALM_2_15258.tif
16069	23795	670031	1889104	0	train/N_NCALM_2_15259.tif
14601	18111	669297	1891946	0	train/N_NCALM_2_15260.tif
35978	5477	679986	1898263	0	train/N_NCALM_2_15261.tif
30314	10866	677154	1895568	0	train/N_NCALM_2_15262.tif
14483	30331	669238	1885836	0	train/N_NCALM_2_15263.tif
18074	15766	671034	1893118	0	train/N_NCALM_2_15264.tif
32531	4667	678262	1898668	0	train/N_NCALM_2_15265.tif
17235	14517	670614	1893743	0	train/N_NCALM_2_15266.tif
21049	15936	672521	1893033	0	train/N_NCALM_2_15267.tif
13264	30772	668629	1885615	0	train/N_NCALM_2_15268.tif
13919	26674	668956	1887664	0	train/N_NCALM_2_15269.tif
24088	10366	674041	1895818	0	train/N_NCALM_2_15270.tif
9052	24160	666523	1888921	0	train/N_NCALM_2_15271.tif
36783	4802	680388	1898600	0	train/N_NCALM_2_15272.tif
10292	18944	667143	1891529	0	train/N_NCALM_2_15273.tif
8562	29531	666278	1886236	0	train/N_NCALM_2_15274.tif
17064	15972	670529	1893015	0	train/N_NCALM_2_15275.tif
31337	17094	677665	1892454	0	train/N_NCALM_2_15276.tif
16693	31065	670343	1885469	0	train/N_NCALM_2_15277.tif
31566	13736	677780	1894133	0	train/N_NCALM_2_15278.tif
12119	30387	668056	1885808	0	train/N_NCALM_2_15279.tif
31764	8396	677879	1896803	0	train/N_NCALM_2_15280.tif
7532	28609	665763	1886697	0	train/N_NCALM_2_15281.tif
19171	18582	671582	1891710	0	train/N_NCALM_2_15282.tif
30390	5347	677192	1898328	0	train/N_NCALM_2_15283.tif
11404	29921	667699	1886041	0	train/N_NCALM_2_15284.tif
25507	8588	674750	1896707	0	train/N_NCALM_2_15285.tif
19557	11363	671775	1895320	0	train/N_NCALM_2_15286.tif
24765	15720	674379	1893141	0	train/N_NCALM_2_15287.tif
2646	25470	663320	1888266	0	train/N_NCALM_2_15288.tif
7038	23935	665516	1889034	0	train/N_NCALM_2_15289.tif
11928	23769	667961	1889117	0	train/N_NCALM_2_15290.tif
12738	28126	668366	1886938	0	train/N_NCALM_2_15291.tif
12903	22877	668448	1889563	0	train/N_NCALM_2_15292.tif
12507	26771	668250	1887616	0	train/N_NCALM_2_15293.tif
10508	26229	667251	1887887	0	train/N_NCALM_2_15294.tif
14943	17965	669468	1892019	0	train/N_NCALM_2_15295.tif
25231	11453	674612	1895275	0	train/N_NCALM_2_15296.tif
20722	13578	672358	1894212	0	train/N_NCALM_2_15297.tif
13564	16302	668779	1892850	0	train/N_NCALM_2_15298.tif
4749	24234	664371	1888884	0	train/N_NCALM_2_15299.tif
11259	22945	667626	1889529	0	train/N_NCALM_2_15300.tif
21143	12205	672568	1894899	0	train/N_NCALM_2_15301.tif
25686	9634	674840	1896184	0	train/N_NCALM_2_15302.tif
8186	18916	666090	1891543	0	train/N_NCALM_2_15303.tif
9182	29090	666588	1886456	0	train/N_NCALM_2_15304.tif
28111	13292	676052	1894355	0	train/N_NCALM_2_15305.tif
19664	14786	671829	1893608	0	train/N_NCALM_2_15306.tif
9807	21761	666900	1890121	0	train/N_NCALM_2_15307.tif
7996	27485	665995	1887259	0	train/N_NCALM_2_15308.tif
31990	5259	677992	1898372	0	train/N_NCALM_2_15309.tif
19103	16649	671548	1892677	0	train/N_NCALM_2_15310.tif
13442	31077	668718	1885463	0	train/N_NCALM_2_15311.tif
27767	6643	675880	1897680	0	train/N_NCALM_2_15312.tif
18064	18023	671029	1891990	0	train/N_NCALM_2_15313.tif
32006	14915	678000	1893544	0	train/N_NCALM_2_15314.tif
16779	30245	670386	1885879	0	train/N_NCALM_2_15315.tif
2928	22752	663461	1889625	0	train/N_NCALM_2_15316.tif
3568	22000	663781	1890001	0	train/N_NCALM_2_15317.tif
15864	23665	669929	1889169	0	train/N_NCALM_2_15318.tif
30101	10418	677047	1895792	0	train/N_NCALM_2_15319.tif
5698	27429	664846	1887287	0	train/N_NCALM_2_15320.tif
12636	31128	668315	1885437	0	train/N_NCALM_2_15321.tif
16463	13941	670228	1894031	0	train/N_NCALM_2_15322.tif
22996	11535	673495	1895234	0	train/N_NCALM_2_15323.tif
36196	7775	680095	1897114	0	train/N_NCALM_2_15324.tif
9330	21299	666662	1890352	0	train/N_NCALM_2_15325.tif
4342	25336	664168	1888333	0	train/N_NCALM_2_15326.tif
17416	13196	670705	1894403	0	train/N_NCALM_2_15327.tif
36360	6024	680177	1897989	0	train/N_NCALM_2_15328.tif
20467	12952	672230	1894525	0	train/N_NCALM_2_15329.tif
1034	24824	662514	1888589	0	train/N_NCALM_2_15330.tif
9854	20149	666924	1890927	0	train/N_NCALM_2_15331.tif
29303	9375	676648	1896314	0	train/N_NCALM_2_15332.tif
14689	30802	669341	1885600	0	train/N_NCALM_2_15333.tif
29024	8582	676509	1896710	0	train/N_NCALM_2_15334.tif
35087	8654	679540	1896674	0	train/N_NCALM_2_15335.tif
4655	24296	664324	1888853	0	train/N_NCALM_2_15336.tif
7232	29412	665613	1886295	0	train/N_NCALM_2_15337.tif
5457	21164	664725	1890419	0	train/N_NCALM_2_15338.tif
35954	7273	679974	1897365	0	train/N_NCALM_2_15339.tif
11157	22514	667575	1889744	0	train/N_NCALM_2_15340.tif
34207	4878	679100	1898562	0	train/N_NCALM_2_15341.tif
30998	11121	677496	1895441	0	train/N_NCALM_2_15342.tif
18941	13884	671467	1894059	0	train/N_NCALM_2_15343.tif
10652	22600	667323	1889701	0	train/N_NCALM_2_15344.tif
33725	5160	678859	1898421	0	train/N_NCALM_2_15345.tif
32886	6420	678440	1897791	0	train/N_NCALM_2_15346.tif
12115	26987	668054	1887508	0	train/N_NCALM_2_15347.tif
2265	24254	663129	1888874	0	train/N_NCALM_2_15348.tif
1548	24004	662771	1888999	0	train/N_NCALM_2_15349.tif
34681	6504	679337	1897749	0	train/N_NCALM_2_15350.tif
2701	26277	663347	1887863	0	train/N_NCALM_2_15351.tif
13234	21954	668614	1890024	0	train/N_NCALM_2_15352.tif
30051	9986	677022	1896008	0	train/N_NCALM_2_15353.tif
23848	9805	673921	1896099	0	train/N_NCALM_2_15354.tif
19354	12804	671674	1894599	0	train/N_NCALM_2_15355.tif
33129	16242	678561	1892880	0	train/N_NCALM_2_15356.tif
11914	21811	667954	1890096	0	train/N_NCALM_2_15357.tif
6015	23298	665004	1889352	0	train/N_NCALM_2_15358.tif
31749	6446	677871	1897778	0	train/N_NCALM_2_15359.tif
15058	16109	669526	1892947	0	train/N_NCALM_2_15360.tif
26475	8893	675234	1896555	0	train/N_NCALM_2_15361.tif
32789	8575	678391	1896714	0	train/N_NCALM_2_15362.tif
20488	13188	672241	1894407	0	train/N_NCALM_2_15363.tif
23461	8945	673727	1896529	0	train/N_NCALM_2_15364.tif
24328	15167	674161	1893418	0	train/N_NCALM_2_15365.tif
19046	16333	671520	1892835	0	train/N_NCALM_2_15366.tif
4085	26475	664039	1887764	0	train/N_NCALM_2_15367.tif
15269	23153	669631	1889425	0	train/N_NCALM_2_15368.tif
9714	28836	666854	1886583	0	train/N_NCALM_2_15369.tif
17009	20787	670501	1890608	0	train/N_NCALM_2_15370.tif
31571	11439	677782	1895282	0	train/N_NCALM_2_15371.tif
10470	26049	667232	1887977	0	train/N_NCALM_2_15372.tif
23552	12280	673773	1894861	0	train/N_NCALM_2_15373.tif
23849	8643	673921	1896680	0	train/N_NCALM_2_15374.tif
23457	9395	673725	1896304	0	train/N_NCALM_2_15375.tif
36856	4367	680425	1898818	0	train/N_NCALM_2_15376.tif
10106	27182	667050	1887410	0	train/N_NCALM_2_15377.tif
20066	16787	672030	1892608	0	train/N_NCALM_2_15378.tif
30553	9064	677273	1896469	0	train/N_NCALM_2_15379.tif
1771	24773	662882	1888615	0	train/N_NCALM_2_15380.tif
14710	15373	669352	1893315	0	train/N_NCALM_2_15381.tif
26471	11040	675232	1895481	0	train/N_NCALM_2_15382.tif
11585	25022	667789	1888490	0	train/N_NCALM_2_15383.tif
1093	23987	662543	1889008	0	train/N_NCALM_2_15384.tif
36247	6093	680120	1897955	0	train/N_NCALM_2_15385.tif
28151	12871	676072	1894566	0	train/N_NCALM_2_15386.tif
10108	18720	667051	1891641	0	train/N_NCALM_2_15387.tif
9980	20635	666987	1890684	0	train/N_NCALM_2_15388.tif
4135	23284	664064	1889359	0	train/N_NCALM_2_15389.tif
8655	28812	666324	1886595	0	train/N_NCALM_2_15390.tif
15396	29409	669695	1886297	0	train/N_NCALM_2_15391.tif
2181	24990	663087	1888506	0	train/N_NCALM_2_15392.tif
34109	8302	679051	1896850	0	train/N_NCALM_2_15393.tif
26467	10923	675230	1895540	0	train/N_NCALM_2_15394.tif
26106	13501	675050	1894251	0	train/N_NCALM_2_15395.tif
10209	26932	667101	1887535	0	train/N_NCALM_2_15396.tif
21381	11900	672687	1895051	0	train/N_NCALM_2_15397.tif
18661	14717	671327	1893643	0	train/N_NCALM_2_15398.tif
13093	19051	668543	1891476	0	train/N_NCALM_2_15399.tif
9502	28940	666748	1886531	0	train/N_NCALM_2_15400.tif
15453	23118	669723	1889442	0	train/N_NCALM_2_15401.tif
7949	19231	665971	1891386	0	train/N_NCALM_2_15402.tif
8795	24440	666394	1888781	0	train/N_NCALM_2_15403.tif
21770	17261	672882	1892371	0	train/N_NCALM_2_15404.tif
15787	22058	669890	1889972	0	train/N_NCALM_2_15405.tif
29071	7217	676532	1897393	0	train/N_NCALM_2_15406.tif
20443	14912	672218	1893545	0	train/N_NCALM_2_15407.tif
30754	11684	677374	1895159	0	train/N_NCALM_2_15408.tif
30992	6293	677493	1897855	0	train/N_NCALM_2_15409.tif
30283	8420	677138	1896791	0	train/N_NCALM_2_15410.tif
24802	9471	674398	1896266	0	train/N_NCALM_2_15411.tif
13586	31111	668790	1885446	0	train/N_NCALM_2_15412.tif
35185	5648	679589	1898177	0	train/N_NCALM_2_15413.tif
13498	30934	668746	1885534	0	train/N_NCALM_2_15414.tif
24144	9888	674069	1896057	0	train/N_NCALM_2_15415.tif
13711	21994	668852	1890004	0	train/N_NCALM_2_15416.tif
21019	14372	672506	1893815	0	train/N_NCALM_2_15417.tif
12116	27155	668055	1887424	0	train/N_NCALM_2_15418.tif
29454	11259	676724	1895372	0	train/N_NCALM_2_15419.tif
12538	17246	668266	1892378	0	train/N_NCALM_2_15420.tif
22462	11097	673228	1895453	0	train/N_NCALM_2_15421.tif
30896	9603	677445	1896200	0	train/N_NCALM_2_15422.tif
28964	14142	676479	1893930	0	train/N_NCALM_2_15423.tif
9115	26875	666554	1887564	0	train/N_NCALM_2_15424.tif
35653	2552	679823	1899725	0	train/N_NCALM_2_15425.tif
26363	12430	675178	1894786	0	train/N_NCALM_2_15426.tif
30860	6085	677427	1897959	0	train/N_NCALM_2_15427.tif
12409	29233	668201	1886385	0	train/N_NCALM_2_15428.tif
11699	17008	667846	1892497	0	train/N_NCALM_2_15429.tif
6784	25227	665389	1888388	0	train/N_NCALM_2_15430.tif
10811	21098	667402	1890452	0	train/N_NCALM_2_15431.tif
25831	10778	674912	1895612	0	train/N_NCALM_2_15432.tif
25999	9500	674996	1896251	0	train/N_NCALM_2_15433.tif
27236	10239	675615	1895882	0	train/N_NCALM_2_15434.tif
16077	15475	670035	1893264	0	train/N_NCALM_2_15435.tif
18201	14860	671097	1893571	0	train/N_NCALM_2_15436.tif
9666	30094	666830	1885954	0	train/N_NCALM_2_15437.tif
20329	12936	672161	1894533	0	train/N_NCALM_2_15438.tif
28211	10632	676102	1895685	0	train/N_NCALM_2_15439.tif
30488	15945	677241	1893029	0	train/N_NCALM_2_15440.tif
24905	11740	674449	1895131	0	train/N_NCALM_2_15441.tif
11693	29485	667843	1886259	0	train/N_NCALM_2_15442.tif
17081	14883	670537	1893560	0	train/N_NCALM_2_15443.tif
21329	17270	672661	1892366	0	train/N_NCALM_2_15444.tif
32534	7060	678264	1897471	0	train/N_NCALM_2_15445.tif
15817	30679	669905	1885662	0	train/N_NCALM_2_15446.tif
15343	23329	669668	1889337	0	train/N_NCALM_2_15447.tif
24863	15885	674428	1893059	0	train/N_NCALM_2_15448.tif
